date,close,open,high,low,volume,return_1,log_return_1,ma_5,ma_10,ma_20,ma_50,volatility_5,volatility_10,volatility_20,close_ma5_ratio,close_ma10_ratio,close_ma20_ratio,momentum_5,momentum_10,hl_range,oc_return,volume_change,volume_ma_10,volume_ratio_10
2010-02-02,6.994993,6.996779,7.011422,6.906422,698341950.34195,0.005802891768886376,0.005786119844939235,7.0701858,7.201382099999999,7.3628123,,0.02678483426030374,0.026781402219055596,0.022816827656157983,0.9893648056604114,0.9713403486811234,0.9500436402541459,-0.04894634162126332,-0.08919267103403239,0.015010736965712408,-0.00025526031335276777,-0.06872148349721308,1062512879.3128793,0.657255045033961
2010-02-03,7.11535,6.97035,7.149993,6.943564,615327691.327691,0.01720616446649781,0.01705981477799704,7.008371599999999,7.1567571,7.335758749999999,,0.02835131294441185,0.027873775487438218,0.023285176957667533,1.0152643732532678,0.9942142650055847,0.9699541986709965,-0.04162897012440425,-0.05901528776978415,0.029011784381653742,0.020802398731771067,-0.11887336708558083,1062830430.4304304,0.5789518945919646
2010-02-04,6.858922,7.026064,7.084636,6.841779,757651805.651806,-0.03603870505315976,-0.03670413564772587,6.9566574,7.099535800000001,7.3019731000000005,,0.026859175624859965,0.02933301774116394,0.02426872938790861,0.985950810226762,0.9661085165596318,0.9393244683413035,-0.03632894335126147,-0.07700209994839291,0.035407459073014666,-0.023788852478428907,0.23129808121754225,1077780124.1801243,0.7029743717236924
2010-02-05,6.980707,6.879457,6.999993,6.816065,850306250.30625,0.01775570563420903,0.01759991451071863,6.9809216,7.0913572,7.2749730999999995,,0.022733895038724583,0.026176090257282743,0.02476819849285161,0.9999692590731859,0.9843964706784196,0.9595509019820293,0.017686860019249462,-0.011580330061920052,0.026348047554495536,0.01471773135583221,0.12229159089079666,1074633912.2339122,0.7912520167343895
2010-02-08,6.93285,6.988922,7.067136,6.928565,478268954.268954,-0.006855609324385004,-0.0068792169723982935,6.976564399999999,7.0593751,7.24308025,,0.02230398716282964,0.024305699308669364,0.024662978015591867,0.9937341078654705,0.982077011320733,0.9571687404678417,-0.0031325866659304147,-0.04409699543795664,0.01998759528909464,-0.00802298265741118,-0.4375332956841155,1015890780.2907803,0.4707877692639933
2010-02-09,7.006779,7.014993,7.053564,6.95535,632884744.884745,0.010663579913022803,0.010607124931582534,6.9789216,7.0245537,7.21822315,,0.022744916660227998,0.024039889534465324,0.024850800544998355,1.0039916482225564,0.9974696328394499,0.9707068975832369,0.001684919484551184,-0.04734389278140716,0.014016996968221715,-0.0011709206267204717,0.32328209731305924,892468073.6680737,0.7091399273069428
2010-02-10,6.968422,6.996064,7.021422,6.93785,370361242.361242,-0.005474269989106162,-0.005489308714201477,6.949536,6.978953799999999,7.19571605,,0.020767386616301033,0.023531117566428127,0.02478264591303281,1.0027175915053896,0.9984909199427572,0.9684125876534554,-0.0206494409972805,-0.06141879615932333,0.011992959094612841,-0.003951078778009933,-0.4148045985392037,757247213.6472136,0.48908894702620315
2010-02-11,7.09535,6.959993,7.133921,6.930707,550344162.344162,0.018214740726092638,0.018050839621623183,6.9968216,6.976739500000001,7.174323200000001,,0.012271571927046877,0.021013212796152925,0.024946936178002067,1.014081879692345,1.0170008497522374,0.9889922438955634,0.03447013976831936,-0.0031110673378954568,0.02864044761710134,0.01944786438721992,0.4859658608860824,694931362.131362,0.7919403157403208
2010-02-12,7.156421,7.07535,7.201421,6.982136,655468279.468279,0.008607186396724531,0.008570355755790947,7.0319644,7.006443,7.1581625,,0.010839491037974347,0.016804694854607193,0.02505827464019528,1.0176986959717829,1.0214057261295069,0.9997567113068472,0.025171375907913074,0.04330343852933782,0.030641713225088376,0.01145823174825269,0.19101523068100934,635882951.4829513,1.0308002092832533
2010-02-16,7.264278,7.212136,7.274636,7.197136,543951587.951588,0.015071360390899402,0.014958915826255236,7.09825,7.0374072,7.153644600000002,,0.009128687112604384,0.01688321539038982,0.025077674075507872,1.0233899904906139,1.0322378389586437,1.015465319593875,0.04780544797594066,0.04452310660112202,0.010668644564538924,0.007229758285201487,-0.17013285769855135,615290666.8906667,0.8840562960273942
2010-02-17,7.233921,7.292493,7.296778,7.173564,436395276.395276,-0.004178942490912441,-0.004187698673988174,7.143678400000001,7.0613,7.1313410500000005,,0.010869142629934037,0.017091114429560145,0.022782147292687484,1.0126325115643502,1.0244460651721354,1.014384384266687,0.032417463145334,0.03415700344517858,0.01703280973071173,-0.008031821216695132,-0.19773140466663108,589095999.4959993,0.7407880494327472
2010-02-18,7.247421,7.201064,7.281778,7.175707,422824866.824867,0.00186620782836866,0.001864468626011855,7.1994782,7.0745071,7.115632099999999,,0.009228063185458152,0.01639832753021943,0.022602999416912822,1.0066592048295946,1.0244418300180942,1.018521039051471,0.04003761540274109,0.018561420028529785,0.014635689026482665,0.006437520899689328,-0.031096600500591265,569845717.0457169,0.7419988501746432
